Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
23343,563.168,206.94096125427853,143.91380276117687,1.4379507544366292,0.7185898702885463,23653,172.39846487933966,0.7215542023430497,0.9868938401048493,0.9248910882435798,0.8330804294830021,0.0088652256031477,0.0026340091773656,0.694023001987583,0.9979708993044192,DERMASON
39298,738.0409999999999,272.3453541451105,184.1379991926482,1.479028529359539,0.7367919984128498,39849,223.68676230166687,0.7552659901599016,0.9861728023287912,0.9066075576268574,0.8213349664209163,0.0069302599151384,0.0019454072712372,0.6745911270656478,0.997739522582899,DERMASON
33060,669.728,250.06647602780208,168.71132345695355,1.4822151288002088,0.7381232464136593,33438,205.16651614955225,0.7942533153949645,0.9886954961421137,0.9262235106485972,0.8204479041274693,0.0075640192385905,0.0021141530655411,0.6731347633871568,0.9977305300137927,DERMASON
37301,699.0319999999999,251.58746220203588,189.09896256787573,1.330453952711297,0.6595927759343062,37579,217.9291358633956,0.7377425288265659,0.9926022512573511,0.9592597556278064,0.8662162015386474,0.0067447913514928,0.0023423591844186,0.7503305078080424,0.9982801899530848,SEKER
50923,853.9780000000001,324.4222097471048,201.71381710650724,1.6083291387808405,0.7832052247940022,51666,254.6314539418661,0.7941951683588327,0.9856191692796036,0.877466368551606,0.7848767633398396,0.0063708385159378,0.001491359162758,0.6160315336308224,0.9907814659463012,SIRA
39579,746.9110000000001,273.3943580526493,184.63083458176345,1.48076218510282,0.7375176220705938,40043,224.48507286916208,0.7986883261023106,0.9884124566091451,0.8915320701586117,0.8211035314266856,0.0069075610311692,0.0019368508268973,0.674211009321374,0.9983461673830952,DERMASON
54366,933.319,389.94635306748927,178.05552300363138,2.1900267202581323,0.8896641759634415,54925,263.0987287864992,0.6128646796230329,0.9898224852071006,0.7842906376425569,0.6747049349656665,0.007172614374195,0.0009168806170161,0.4552267492670243,0.9969587446710324,HOROZ
63944,991.765,392.2073851403001,208.16532295265185,1.884114892803301,0.8475264276066001,64716,285.3349425649534,0.8129163488431222,0.9880709561777613,0.81694366348381,0.727510376845361,0.0061336072992039,0.0010598697544602,0.5292713484176792,0.9972080298878342,HOROZ
58531,972.953,343.3965287195179,219.79614935071905,1.562340967910112,0.7683206418237433,60295,272.9908126529056,0.6845730994152047,0.9707438427730326,0.776984016782883,0.7949725457937904,0.0058669171673048,0.0014454339195446,0.6319813485658602,0.987370351819524,BARBUNYA
75019,1108.2669999999998,394.0229119889736,242.8951513924085,1.6221934020922923,0.7873945966219309,76241,309.05850159231534,0.7441327593389807,0.9839718786479715,0.7675246480787644,0.7843668278888414,0.005252308241765,0.0012263285576396,0.6152313206924033,0.9980241891877436,BARBUNYA
97818,1209.324,466.1825802134626,271.19773247942555,1.7189766888955444,0.8133737637816816,99498,352.9103934243141,0.6988148052894404,0.9831152384972562,0.8405108019214539,0.7570218373726412,0.0047658159051857,0.0009654963919247,0.5730820622590495,0.9851147058474912,CALI
31884,665.098,248.6468228674213,163.55457878131887,1.5202681864374783,0.7532112644765087,32244,201.4844153882278,0.7791788856304985,0.9888351321176033,0.9057563360020568,0.8103237075973396,0.0077984827144467,0.0020740730933456,0.6566245110942989,0.9982453546517256,DERMASON
25929,597.772,224.6099506176916,147.28940741792007,1.5249565773618847,0.7549725652244266,26208,181.697078004678,0.7031783912784075,0.9893543956043956,0.9118522931401808,0.8089449176450085,0.0086624995417367,0.0022882253395759,0.6543918797836898,0.9979192012483457,DERMASON
47142,839.093,327.15505774226983,183.95365436184787,1.7784645750974657,0.8269450276414833,47669,244.9960379636884,0.6941323713465362,0.9889445971176236,0.8413906302717438,0.748868257316365,0.006939778917786,0.0013463162482753,0.5608036668160495,0.9973694550171064,SIRA
46399,808.352,309.85676488905403,191.2461346775732,1.620198836496484,0.7867998751774226,46822,243.05769199136,0.8013090632771483,0.9909657853145957,0.8923134728168093,0.7844195109904674,0.0066780914435452,0.0015596447007158,0.6153139692225239,0.9969309770143666,SIRA
41768,734.841,248.21198941258783,214.3446964868135,1.1580038763770293,0.5042547152501293,42091,230.60934348915325,0.7828759934023092,0.9923261504834763,0.97200116447696,0.9290822092635712,0.0059426352569571,0.0027313377921175,0.8631937515700785,0.9995817103825811,SEKER
50769,845.587,323.4701550774082,200.55895408892505,1.612843248743639,0.7845835901791756,51371,254.24613752554723,0.7087870665103032,0.9882813260399836,0.8922609329667902,0.7859956584393534,0.0063714108033919,0.0015000162329129,0.6177891750855128,0.9963971001835712,SIRA
68500,1007.14,339.4168594023328,257.41662259880303,1.3185506669137343,0.651779552938169,69506,295.3250900522316,0.7664335664335664,0.9855264293730037,0.8486346216331251,0.8700955237528833,0.0049549906482092,0.0017518234661721,0.7570662204548041,0.9982301698785424,BARBUNYA
42598,,294.274185025084,184.9867064341422,1.5907855796646104,0.7777124173109381,43156,232.8893688570357,0.6824524583860684,0.9870701640559829,0.8682971175513967,0.7914026466072251,0.0069081690460839,0.0016716013466484,0.6263181490569206,0.9963378798019792,SIRA
32714,666.213,247.22449025334103,168.62703247620706,1.466102359882446,0.7312769885431551,33076,204.0900743947782,0.7663511994002998,0.9890555085258194,0.926226724280271,0.8255253117748924,0.0075571464893727,0.0021650063726969,0.6814920403810335,0.9991370886437364,DERMASON
43650,784.682,285.8990273635709,197.4622496591858,1.4478667586185436,0.7231688399015547,44743,235.7475474478788,0.749034749034749,0.9755715977918333,0.8908544041540591,0.8245832440279143,0.0065498058960726,0.0018678681397776,0.6799375263315989,0.9844589423128426,SIRA
80033,1100.196,395.7101113135771,258.4131871230655,1.5313077313083328,0.7573263459634534,81267,319.2196430105599,0.8006502601040416,0.9848154847601117,0.8308810178223118,0.8067007485628716,0.004944336852468,0.0012916286022191,0.6507660977318972,0.9965231567302084,BARBUNYA
38485,732.243,264.9352079668752,185.6659610731543,1.4269455016716177,0.7133601524056795,38984,221.36084540661824,0.735330645623555,0.987199876872563,0.9019675174778564,0.835528230110869,0.00688411609632,0.0020695334996475,0.6981074233122011,0.9961612473789092,SIRA
72924,1041.775,389.4012176249349,238.91012383606585,1.6299067254769506,0.7896698263244433,73829,304.7125211740847,0.7254675686430561,0.98774194422246,0.8443693958770548,0.782515583881864,0.0053398225224197,0.0012350330135328,0.6123306390179745,0.9980418267509954,barbunya
32707,666.13,251.12305077701023,166.18780748155996,1.5110798715174978,0.7496995174738802,33029,204.0682380716141,0.7818655574679672,0.9902509915528778,0.9262593155474907,0.8126224870245805,0.0076779603992114,0.0020652896786882,0.6603553064180145,0.9978496115780312,DERMASON
32143,658.7449999999999,243.54731371221405,168.22026780498229,1.4477881701779145,0.7231330319656487,32455,202.30110895994204,0.778884365610158,0.9903866892620552,0.930811217791096,0.8306439758107523,0.007576993862185,0.0022250325931693,0.6899694145506936,0.9989295561710756,DERMASON
39595,736.1460000000001,273.68329943133443,184.9327726535526,1.4799069710810229,0.7371600792048513,39975,224.5304428664157,0.779766828153925,0.9904940587867417,0.9181683075314704,0.8204024262092364,0.0069120671658374,0.0019315033092659,0.6730601409300017,0.9960663945190852,SIRA
42913,773.0049999999999,292.0289240709876,187.46949827833384,1.557741001885094,0.7667421136105742,43294,233.74885792923143,0.7940528838147402,0.9911997043470226,0.9024728273213156,0.8004305007555033,0.0068051388640036,0.0017231031307533,0.6406889865397059,0.9980275037891068,SIRA
55612,982.961,389.45497510823554,183.59031667250343,2.1213263431696268,0.8819178163352036,56771,266.09659441979306,0.6100482667836771,0.9795846470909443,0.7232789136511544,0.6832538070564915,0.007003074428329,0.0009414488856514,0.4668357648571895,0.9903110059252976,HOROZ
32799,653.7289999999999,219.9055494139476,190.1123396021284,1.1567137087164945,0.5026015933646472,33087,204.3550435584319,0.7461779961779962,0.9912956750385348,0.9644394455020094,0.9293 cm,0.0067046418919463,0.0030842674851224,0.8635715837703097,0.998905089405132,SEKER
48959,885.222,358.52531227551674,174.56401161802964,2.053832911791808,0.8734607727498264,49648,249.6728556945845,0.7095507246376812,0.9861223009990332,0.7851235516818076,0.6963883640737697,0.0073229704911357,0.0010623633271548,0.4849567536173412,0.9960201413750062,HOROZ
41848,762.0550000000001,282.05382911264144,189.5305635101368,1.488170688088289,0.7405820611509001,42261,230.830085708248,0.8122355498621948,0.9902273964175008,0.9055489622150648,0.8183901861373536,0.0067399595945479,0.0018649994454157,0.6697624967659322,0.996720915667888,SIRA
33647,679.9820000000001,251.6912869857541,170.97404163280248,1.4721023412800085,0.7338601353444848,34049,206.97992888612177,0.7706772944868183,0.9881934858586156,0.9144529791825056,0.8223563531535238,0.0074803485299062,0.0021102883615654,0.6762699715719632,0.9955386084884518,DERMASON
60444,1015.689,353.441573861264,218.53847986479087,1.6172967528644715,0.7859298156593806,61940,277.41609730145825,0.7448979591836735,0.9758475944462383,0.7362775573847655,0.784899451048597,0.0058474219750721,0.0013689900751743,0.6160671482563891,0.9963633984215332,BARBUNYA
45512,784.5740000000001,265.37606486328895,218.62358843378505,1.2138491860116178,0.5668433883377777,46089,240.7232397588291,0.7968345122207438,0.9874807437783419,0.9291117681398752,0.9071023036039064,0.0058309031653913,0.0024352338462523,0.8228345892035136,0.9987970963268892,SEKER
82787,1093.3629999999998,427.0204786381343,248.5425314711471,1.718098210839646,0.8131609397655906,83424,324.66549276138034,0.8125772953024086,0.992364307633295,0.8702484592230172,0.760304268771401,0.0051580619981172,0.0010632026149708,0.5780625811120148,0.9931682863619004,CALI
33058,655.511,224.44587881023983,187.8781611897244,1.1946352752707026,0.5470872834381975,33320,205.1603101719604,0.7992746615087041,0.9921368547418967,0.9667773600396956,0.9140747482622098,0.0067894572814519,0.0029237596548561,0.8355326454106222,0.9981567718477768,SEKER
30748,660.3439999999999,247.1110261782532,159.3799699257133,1.5504522073472038,0.7642052554563324,31187,197.8625015547837,0.6978031953522149,0.9859236220219963,0.8861071975107642,0.8007028444455404,0.008036653641806,0.002037701193345,0.6411250451031794,0.9940337413658,DERMASON
63640,977.03,380.1375465285337,214.57404403862827,1.771591471986706,0.8254575357437518,64680,284.65587052956727,0.7569702160053288,0.9839208410636983,0.8377689050103394,0.7488233486249445,0.0059732486883804,0.0011585315593786,0.5607364074458752,0.9933958374635752,CALI
28429,751.6519999999999,224.45103619891933,162.69079126600013,1.3796173369883054,0.6889186438929867,29263,190.2549001137052,0.7415938437459241,0.9714998462221919,0.6323213019356905,0.8476454523698082,0.0078951435575967,0.0025141821540341,0.7185028129232169,0.9912589373837348,DERMASON
36810,724.8489999999999,274.92045250394284,171.23678091821827,1.6054988363466334,0.782333816441573,37354,216.4900636096293,0.7116068666872873,0.9854366332922846,0.8804011340191743,0.7874643797428074,0.007468634949849,0.0017715143198586,0.6201001493637244,0.9955700682218332,SIRA
28234,622.391,227.9850299285825,159.0121082000231,1.4337589288596662,0.7166165887235687,28560,189.60127981122008,0.720843545751634,0.9885854341736695,0.9159160437555168,0.8316391645127477,0.0080748399067996,0.0023826125069448,0.6916236999514611,0.991621655216366,DERMASON
81061,1141.82,417.82955124874735,248.4662741872931,1.681634872239396,0.8039777277874832,82201,321.2632421173904,0.7491359074358168,0.9861315555771828,0.7813156608758108,0.7688858797977458,0.0051545077318161,0.0011112569743274,0.5911854961523537,0.9941581462919472,BARBUNYA
76634,1059.047,424.1268957431911,231.451298471186,1.8324671261068424,0.8379725510570948,77236,312.367474733261,0.7501003279009445,0.9922057071831788,0.8586197818770919,0.7364953221980989,0.0055344481006236,0.0010044632526286,0.5424253596196815,0.9939766398697484,CALI
39504,725.338,243.698842715544,206.71368074850216,1.1789197591234406,0.5296213991933264,39885,224.27227865970832,0.7678134110787173,0.9904475366679203,0.943561203534053,0.9202845453045043,0.0061689662493809,0.0027294847500288,0.8469236443263183,0.9984550187651297,SEKER
62524,977.204,359.21872890650496,224.13671882978204,1.6026768428751264,0.7814593907470689,63879,282.1489487753256,0.7153857595624664,0.9787880211023967,0.8227845848068862,0.7854516651573628,0.0057452934698116,0.0013488692029044,0.6169343182984739,0.9887463455119164,BARBUNYA
76440,1057.9119999999998,408.297551167493,241.86678664420955,1.6881092143011194,0.8056596272360547,77990,311.9718429595142,0.8083499888962914,0.9801256571355302,0.858284867678162,0.7640796327762843,0.0053414122340069,0.0011230274010274,0.5838176852235417,0.9855480138978112,CALI 
47484,794.213,282.41302368334027,214.38204124701232,1.3173352676399896,0.6509644729854142,47848,245.88311561025185,0.7444500188134956,0.9923925764922253,0.9459826633852596,0.8706507667505867,0.0059475407228401,0.0021081093495028,0.7580327576433846,0.9985832856700274,SEKER
30851,680.959,269.32655932274736,146.14344548913667,1.8428918137335644,0.8399747739381287,31272,198.1936255146076,0.7023562891291975,0.9865374776157585,0.8360594911005473,0.7358859297537839,0.0087299134330409,0.0015791802245637,0.541528101609591,0.9979777053629928,DERMASON
33238,675.669,251.34365207090332,168.6190772128773,1.4906003296032062,0.741574393962064,33623,205.7180983479755,0.7107452154388966,0.9885495048032596,0.9149065988670314,0.8184734193722266,0.0075619367010922,0.0020932982962742,0.6698987382188649,0.998551279989812,DERMASON
26210,607.8589999999999,223.4299939760304,149.87021125640746,1.4908232403420862,0.7416651276677673,26556,182.6789765339969,0.7272475027746947,0.9869709293568308,0.8913970293281199,0.8176116969935325,0.0085246086980553,0.002349863305306,0.6684888870606441,0.9965987687404244,DERMASON
75698,1058.905,415.3089974132795,233.41395708794155,1.7792809075971698,0.8271203792720567,76255,310.454001516106,0.7733676607308875,0.9926955609468232,0.8483601716475334,0.7475253448630903,0.0054863932655192,0.0010567454472674,0.5587941412126819,0.994251746736882,CALI
70924,1079.045,391.006650369572,232.68399787455573,1.680419169092887,0.8036593479522678,72038,300.50497744762345,0.8273432487605716,0.984535939365335,0.765462592221385,0.7685418576988189,0.0055130371999544,0.0011864263644046,0.5906565870351516,0.99255065120485,BARBUNYA
39071,732.055,263.0425088236022,190.0104776025393,1.384357916166234,0.6915208046909543,39545,223.0397772872533,0.7322974847246692,0.9880136553293716,0.916171902230284,0.847922939469928,0.0067324232505848,0.0021467264767811,0.7189733112793234,0.9953163949817811,DERMASON
36455,718.497,278.7936452021987,167.21601668639903,1.667266394253698,0.8001618227232092,36844,215.44360655011403,0.7735316584620607,0.9894419715557485,0.8873951450098229,0.7727708656840466,0.0076476106213742,0.0016823195497469,0.597174810850071,0.995649493625132,DERMASON
64346,967.065,376.0208576747266,220.880980656738,1.7023686537279783,0.809284539884991,65560,286.2304521631631,0.7602315689981096,0.9814826113483832,0.8646096679751536,0.7612089763668486,0.0058437332184553,0.0012102796962722,0.5794391057014654,0.9864189702903474,CALI
128118,1360.135,504.024964188086,325.67844739043795,1.5476153495163227,0.7632058776988607,129274,403.88724168062,0.782247133384621,0.991057753299194,0.8702739456730508,0.8013238834930053,0.0039340683134929,0.0010005850463992,0.6421199662563117,0.9937547160091712,bombay
42027,741.939,262.02086657518004,204.6762772811074,1.2801721335556353,0.6243497126954378,42388,231.32323347771336,0.7624637155297532,0.9914834387090686,0.9594047256869612,0.8828427922603683,0.0062345841143831,0.0023362577447736,0.7794113958460839,0.9977807495378568,SEKER
40580,,259.09151352725735,200.5185354813928,1.2921075495851098,0.63327190722165,41753,227.3060947826804,0.7512588862559242,0.9719062103321917,0.595048400707483,0.8773197226267583,0.0063847095497106,0.0023332027446453,0.7696898957098923,0.9945221250861276,SEKER
60090,979.426,375.68171868873696,207.45731682166493,1.8108868100886584,0.8337013244595576,61492,276.60253838881505,0.8142276422764227,0.9772002862160931,0.7871705010032315,0.7362682947529532,0.0062519840021424,0.0011332925081899,0.5420910018584217,0.9816654451331625,HOROZ
45918,842.448,350.362556192169,167.59180447627887,2.090570939832322,0.8781756880691113,46281,241.79456862210367,0.7854064039408867,0.9921566085434628,0.8130300928858399,0.6901267397121132,0.0076301789318386,0.0010676524599089,0.4762749168656709,0.9956865005704264,HOROZ
41127,783.797,310.508152341805,169.27696286983956,1.8343201997342125,0.838331310193354,41668,228.8329581951058,0.8100969114402773,0.9870164154747048,0.8412589573362421,0.7369628026487633,0.0075499830364919,0.0013737509639282,0.5431141724879203,0.9962452973565236,HOROZ
40672,775.8929999999999,298.19300719660134,174.13519226720533,1.7124224191226831,0.8117766340150149,41208,227.5636147618255,0.6731545845746442,0.9869928169287517,0.8489883394667906,0.7631420230179669,0.0073316534027488,0.00153392160539,0.5823857472959552,0.9972904102471114,SIRA
65503,1028.839,333.48392553432234,253.41247455296303,1.3159728072685088,0.6500468632744597,67100,288.7923300553312,0.768093339587242,0.9761997019374069,0.7776357493421469,0.8659857580619985,0.0050911244604723,0.0017661861536481,0.7499313331662144,0.9868892417653584,BARBUNYA
38236,748.428,270.8328979021091,180.6069978042828,1.4995703444204351,0.7451851014379117,38938,220.64357509905807,0.6976099251961321,0.981971339051826,0.857792536620081,0.8146852794035692,0.0070831911785257,0.0019247228527946,0.6637121044768717,0.9952829891063942,SIRA
43204,839.531,346.3371444850115,159.81347436352266,2.1671335653288493,0.8871719258206743,43959,234.5400632956723,0.6470764438054157,0.9828249050251371,0.7703007964713662,0.6772015853062002,0.0080163212777754,0.0010399842008477,0.4586019871412308,0.9938517594602704,HOROZ
36075,702.685,238.1659954042711,193.0809556620821,1.233503297037197,0.5854630526560325,36522,214.3177934197741,0.7558139534883721,0.9877608017085592,0.9181102542933074,0.8998673091680608,0.0066019679945743,0.0026703431690847,0.8097611741093664,0.9988430780766152,SEKER 
70088,1001.046,381.7267159134231,236.0392725046553,1.6172169650535355,0.7859058150420934,71072,298.72866151643046,0.8021516452074392,0.9861548851868528,0.8789121377951057,0.7825720576083105,0.0054463919060812,0.0012600448375431,0.6124190253493048,0.9904144375164472,CALI
172746,1599.927,601.7414306716629,369.4322407273755,1.628827601746111,0.7893538490759672,176302,468.9851153233121,0.7965196702263044,0.9798300643214484,0.8480423266860883,0.7793797990605893,0.0034833885049243,0.0007928266811916,0.6074328711837247,0.9894034267919404,BOMBAY
61978,1036.289,354.0364831859203,223.5834024349845,1.58346495907213,0.7753543360180988,63295,280.9142938755448,0.7744539411206078,0.979192669247176,0.7252465060464649,0.7934614290246018,0.005712292800444,0.0013966690312972,0.6295810393497633,0.9969195147065616,BARBUNYA
58043,953.88,332.99196248039584,223.07992176574143,1.492702524927699,0.7424280184041053,59165,271.85040536122625,0.7717457784869033,0.9810360855235358,0.8016268019663446,0.8163872885587466,0.0057369874486225,0.0015719857265362,0.6664882049203024,0.9948686263190653,BARBUNYA
47534,786.0759999999999,278.3614339090804,217.7840957724092,1.278153176988536,0.6228028184463207,47834,246.0125373216601,0.7721572449642625,0.9937283104068236,0.9666853837888272,0.8837881522122558,0.0058560490156326,0.0022038253121875,0.7810814979907535,0.9983417981438462,SEKER
40064,726.711,253.5313310086501,201.60196697909527,1.2575836178966424,0.6063790252369902,40403,225.8563019272864,0.7664524028160392,0.9916095339454991,0.9533243876849354,0.8908417789183638,0.0063281582220609,0.0024584387797412,0.793599075066435,0.9980171959814762,SEKER
33206,680.4229999999999,260.0898266204468,163.10271955282377,1.5946381969198986,0.778937553866553,33583,205.6190465946086,0.7526633120268371,0.9887740821248846,0.9012981024646556,0.7905693554660703,0.0078326153894009,0.0018873240238528,0.6249999058020378,0.996648722863268,sira
47899,825.8439999999999,317.3425191163755,194.28189351758297,1.6334127353337498,0.7906912337837066,48932,246.95526103581912,0.7905690895886974,0.9788890705468813,0.8825519420373754,0.7781978340735864,0.006625243097275,0.0014987929854829,0.6055918689568212,0.9891814711686387,SIRA
43545,781.3699999999999,294.4418680987929,188.8908891110874,1.5587933832299907,0.7671047700937176,44022,235.4638315654713,0.69672,0.9891645086547636,0.8962614009584458,0.7996954817800133,0.0067617836284026,0.0017058451359769,0.6395128635793675,0.9968684202379816,SIRA
44903,772.654,277.1386430756122,206.6872579474512,1.3408598373590732,0.6661809949661643,45351,239.107246392164,0.7363078840351568,0.9901214967696412,0.9451812700764536,0.8627712243179595,0.0061719404733673,0.0021095221932705,0.744374185511111,0.998101449318721,S3K3R
32221,667.427,248.50964715439727,166.21824376652413,1.4950804528019348,0.7433880974697679,32581,202.54641781801936,0.827091408476012,0.9889506153893374,0.9089528083544908,0.8150444867525756,0.0077126609091709,0.0020994679864855,0.6642975153857693,0.9931782300981564,DERMASON
52950,875.744,334.1154528272902,203.2782848700738,1.6436357333536218,0.7936249375792617,53771,259.64982937357547,0.735447310304596,0.9847315467445277,0.8676038837859857,0.7771260717707443,0.0063100179948496,0.0014196336265146,0.6039249314258281,0.9926325975546268,SIRA
53171,907.287,366.22127066679406,186.2946335992345,1.9658176061830408,0.8609472796883031,53900,260.1911217415255,0.752650576827801,0.9864749536178108,0.8116995701330777,0.71047517602619,0.0068876129970621,0.0010825404492774,0.5047749757494457,0.9922955344888782,horoz
37660,721.0069999999998,271.8475263358424,176.70239184814164,1.5384484810452856,0.7599294889151349,38035,218.97534394247728,0.7168417846809807,0.9901406599184961,0.9103559129802644,0.8055079510709013,0.0072184685697249,0.0018745807766868,0.6488430592384418,0.9982116189221568,DERMASON
24524,585.082,211.99643739881424,147.76454083251514,1.4346908683532082,0.717057260937051,24839,176.7057627670505,0.7944282474894719,0.987318330045493,0.9002594667249971,0.8335317561711009,0.0086444477817164,0.0025739826751491,0.6947751885456798,0.9967876185648652,DERMASON 
78046,1080.8010000000002,413.421349435143,243.1914017499715,1.6999834141347945,0.8086856539024457,79645,315.2320629447464,0.7930295178580501,0.9799234101324628,0.8395934424673047,0.7624958492720502,0.0052971497505976,0.0011045158410776,0.581399920157105,0.988370221246372,CALI
66314,1027.756,365.6343652585255,231.2619774434928,1.5810396905728508,0.7745642866902305,67453,290.57461549414046,0.7329781589884163,0.9831141683839117,0.7889237806502974,0.7947136349962257,0.0055136828612137,0.0013566387024526,0.6315697616489142,0.9985368605325686,BARBUNYA
60413,977.491,390.7232105808304,199.2938490931406,1.960538232157003,0.8601364436968282,61469,277.34494878415467,0.765050781348935,0.9828206087621403,0.794538107687865,0.7098246054332604,0.0064675353083083,0.0010127978479997,0.5038509704784839,0.987819090932477,HOROZ
65482,1011.661,357.07473077036144,234.2268649477171,1.5244823895417197,0.7547953502690399,66602,288.74603351102144,0.7938944254504013,0.9831836881775322,0.8040106164759149,0.8086 cm,0.0054530211473437,0.0014382837814812,0.6539037369557708,0.9968647314445936,BARBUNYA
37282,733.1129999999999,272.22764841616083,175.17938833324297,1.5539936005387995,0.7654433429556105,37918,217.8736255420016,0.6914061051147955,0.9832269634474392,0.8717003586073615,0.8003361407616212,0.0073018520577265,0.0018480022994829,0.6405379382092055,0.9953918568794224,SIRA
72342,1046.653,388.47667066214535,238.0663984172609,1.631799671204582,0.7902222806932698,73305,303.4941435105975,0.8196093537569111,0.9868631062001227,0.8298410800582247,0.7812416199750218,0.0053700018061726,0.0012339446577693,0.6103384687811965,0.9959501126806644,BARBUNYA
41229,758.9319999999999,278.99102232008306,188.713597427158,1.4783832544327995,0.736521082588965,41675,229.1165493583692,0.7148876404494382,0.9892981403719256,0.8995119455790794,0.8212 cm,0.0067668636716894,0.0018985940536344,0.6744231406182581,0.9970558774920102,SIRA
67987,1014.64,398.0008832676984,219.2147418087984,1.8155753576775384,0.834644134775719,68693,294.2171594722332,0.8070631528964862,0.9897223880162462,0.8298732828284607,0.7392374535871079,0.0058540733267786,0.0010783848308736,0.5464720127859516,0.9921611200746188,CALI
43670,764.7030000000001,269.2437750914973,206.66996100153028,1.3027716935094584,0.6409361428802236,44057,235.8015498646787,0.768702693187819,0.9912159248246589,0.9384420682819026,0.875792020760911,0.0061654173366498,0.002237413109044,0.76701166362848,0.999241083966782,SEKER
28847,640.822,233.4161316005789,157.98716745631137,1.47743728404477,0.7361230986003914,29335,191.6484832890029,0.7647667020148462,0.983364581557866,0.8827458661246571,0.8210592900106464,0.0080915218775116,0.0022683394861903,0.6741383577127866,0.9959971442895812,DERMASON
58294,917.877,342.57582636137084,218.1332901583612,1.5704885123800516,0.771074820580798,59011,272.4375635274834,0.7032693931716733,0.9878497229330125,0.869490308447737,0.7952620779497117,0.0058766910207117,0.0014499522980102,0.6324417726248935,0.993242538656672,BARBUNYA
44906,767.466,263.5482273173869,217.3843646610062,1.2123605473115309,0.5653704107150508,45287,239.1152337177145,0.7766516776202006,0.9915869896438272,0.9580671442245872,0.9072921345426158,0.0058688867259917,0.0024531498276289,0.8231790174028962,0.9979897640739432,SEKER
34305,677.7029999999999,242.44436537168949,180.554565158812,1.3427761583233329,0.6673706143256262,34672,208.9939773824589,0.739969801553063,0.989415089986156,0.9386171201981484,0.8620286021580743,0.007067318623282,0.0024072496828266,0.7430933109386036,0.9978079813379042,DERMASON
